timestamp,metric_name,labels,value
"1778536658","ttft_p50_ms","","375"
"1778536673","ttft_p50_ms","","343.75"
"1778536688","ttft_p50_ms","","625.0000000000002"
"1778536703","ttft_p50_ms","","487.3500000000001"
"1778536718","ttft_p50_ms","","607.1428571428572"
"1778536733","ttft_p50_ms","","517.8571428571429"
"1778536748","ttft_p50_ms","","562.5"
"1778536763","ttft_p50_ms","","583.3333333333334"
"1778536778","ttft_p50_ms","","500"
"1778536793","ttft_p50_ms","","531.25"
"1778536808","ttft_p50_ms","","458.33333333333337"
"1778536823","ttft_p50_ms","","541.6666666666666"
"1778536838","ttft_p50_ms","","583.3333333333334"
"1778536853","ttft_p50_ms","","575"
"1778536868","ttft_p50_ms","","541.6666666666666"
"1778536883","ttft_p50_ms","","500"
"1778536898","ttft_p50_ms","","500"
"1778536913","ttft_p50_ms","","562.5"
"1778536928","ttft_p50_ms","","625"
"1778536943","ttft_p50_ms","","NaN"
"1778536958","ttft_p50_ms","","NaN"
"1778536973","ttft_p50_ms","","NaN"
"1778536988","ttft_p50_ms","","NaN"
"1778537003","ttft_p50_ms","","NaN"
"1778537018","ttft_p50_ms","","NaN"
"1778537033","ttft_p50_ms","","NaN"
"1778537048","ttft_p50_ms","","NaN"
"1778537063","ttft_p50_ms","","NaN"
"1778537078","ttft_p50_ms","","NaN"
"1778537093","ttft_p50_ms","","NaN"
"1778537108","ttft_p50_ms","","NaN"
"1778537123","ttft_p50_ms","","NaN"
"1778537138","ttft_p50_ms","","NaN"
"1778537153","ttft_p50_ms","","NaN"
"1778537168","ttft_p50_ms","","NaN"
"1778537183","ttft_p50_ms","","NaN"
"1778536658","ttft_p95_ms","","2275.0000000000005"
"1778536673","ttft_p95_ms","","1974.9999999999995"
"1778536688","ttft_p95_ms","","15250.000000000002"
"1778536703","ttft_p95_ms","","13358.413808835814"
"1778536718","ttft_p95_ms","","13499.999999999993"
"1778536733","ttft_p95_ms","","812.5"
"1778536748","ttft_p95_ms","","900"
"1778536763","ttft_p95_ms","","733.3333333333334"
"1778536778","ttft_p95_ms","","725"
"1778536793","ttft_p95_ms","","728.125"
"1778536808","ttft_p95_ms","","718.75"
"1778536823","ttft_p95_ms","","729.1666666666666"
"1778536838","ttft_p95_ms","","733.3333333333334"
"1778536853","ttft_p95_ms","","732.5"
"1778536868","ttft_p95_ms","","729.1666666666666"
"1778536883","ttft_p95_ms","","725"
"1778536898","ttft_p95_ms","","725"
"1778536913","ttft_p95_ms","","731.25"
"1778536928","ttft_p95_ms","","737.5"
"1778536943","ttft_p95_ms","","NaN"
"1778536958","ttft_p95_ms","","NaN"
"1778536973","ttft_p95_ms","","NaN"
"1778536988","ttft_p95_ms","","NaN"
"1778537003","ttft_p95_ms","","NaN"
"1778537018","ttft_p95_ms","","NaN"
"1778537033","ttft_p95_ms","","NaN"
"1778537048","ttft_p95_ms","","NaN"
"1778537063","ttft_p95_ms","","NaN"
"1778537078","ttft_p95_ms","","NaN"
"1778537093","ttft_p95_ms","","NaN"
"1778537108","ttft_p95_ms","","NaN"
"1778537123","ttft_p95_ms","","NaN"
