timestamp,metric_name,labels,value
"1776291200","ttft_p50_ms","","NaN"
"1776291215","ttft_p50_ms","","178.130170634946"
"1776291230","ttft_p50_ms","","220.63937651084876"
"1776291245","ttft_p50_ms","","250"
"1776291260","ttft_p50_ms","","322.36842105263156"
"1776291275","ttft_p50_ms","","340.27777777777777"
"1776291290","ttft_p50_ms","","304.6875"
"1776291305","ttft_p50_ms","","272.7272727272727"
"1776291320","ttft_p50_ms","","235.00000000000003"
"1776291335","ttft_p50_ms","","316.66666666666663"
"1776291350","ttft_p50_ms","","330.35714285714283"
"1776291365","ttft_p50_ms","","366.6666666666667"
"1776291380","ttft_p50_ms","","339.2857142857142"
"1776291395","ttft_p50_ms","","320.3125"
"1776291410","ttft_p50_ms","","308.8235294117647"
"1776291425","ttft_p50_ms","","328.94736842105266"
"1776291440","ttft_p50_ms","","343.75"
"1776291455","ttft_p50_ms","","358.3333333333333"
"1776291470","ttft_p50_ms","","333.33333333333337"
"1776291485","ttft_p50_ms","","NaN"
"1776291500","ttft_p50_ms","","NaN"
"1776291515","ttft_p50_ms","","NaN"
"1776291530","ttft_p50_ms","","NaN"
"1776291545","ttft_p50_ms","","NaN"
"1776291560","ttft_p50_ms","","NaN"
"1776291575","ttft_p50_ms","","NaN"
"1776291200","ttft_p95_ms","","NaN"
"1776291215","ttft_p95_ms","","662.5000000000001"
"1776291230","ttft_p95_ms","","637.5"
"1776291245","ttft_p95_ms","","662.5000000000001"
"1776291260","ttft_p95_ms","","702.5"
"1776291275","ttft_p95_ms","","709.3749999999999"
"1776291290","ttft_p95_ms","","681.2499999999993"
"1776291305","ttft_p95_ms","","599.9999999999995"
"1776291320","ttft_p95_ms","","581.25"
"1776291335","ttft_p95_ms","","656.25"
"1776291350","ttft_p95_ms","","645.8333333333333"
"1776291365","ttft_p95_ms","","691.6666666666666"
"1776291380","ttft_p95_ms","","680"
"1776291395","ttft_p95_ms","","667.4999999999999"
"1776291410","ttft_p95_ms","","616.6666666666666"
"1776291425","ttft_p95_ms","","616.6666666666666"
"1776291440","ttft_p95_ms","","620.8333333333331"
"1776291455","ttft_p95_ms","","618.7499999999998"
"1776291470","ttft_p95_ms","","624.9999999999999"
"1776291485","ttft_p95_ms","","NaN"
"1776291500","ttft_p95_ms","","NaN"
"1776291515","ttft_p95_ms","","NaN"
"1776291530","ttft_p95_ms","","NaN"
"1776291545","ttft_p95_ms","","NaN"
"1776291560","ttft_p95_ms","","NaN"
"1776291575","ttft_p95_ms","","NaN"
"1776291200","ttft_p99_ms","","NaN"
"1776291215","ttft_p99_ms","","732.4999999999999"
"1776291230","ttft_p99_ms","","727.5"
"1776291245","ttft_p99_ms","","732.4999999999999"
"1776291260","ttft_p99_ms","","902.4999999999997"
"1776291275","ttft_p99_ms","","917.5000000000005"
"1776291290","ttft_p99_ms","","922.4999999999991"
"1776291305","ttft_p99_ms","","720.0000000000002"
"1776291320","ttft_p99_ms","","716.25"
"1776291335","ttft_p99_ms","","731.2499999999999"
"1776291350","ttft_p99_ms","","729.1666666666667"
"1776291365","ttft_p99_ms","","738.3333333333333"
"1776291380","ttft_p99_ms","","736"
"1776291395","ttft_p99_ms","","733.5"
"1776291410","ttft_p99_ms","","723.3333333333335"
"1776291425","ttft_p99_ms","","723.3333333333335"
"1776291440","ttft_p99_ms","","724.1666666666664"
"1776291455","ttft_p99_ms","","723.7500000000001"
"1776291470","ttft_p99_ms","","724.9999999999999"
"1776291485","ttft_p99_ms","","NaN"
"1776291500","ttft_p99_ms","","NaN"
"1776291515","ttft_p99_ms","","NaN"
"1776291530","ttft_p99_ms","","NaN"
"1776291545","ttft_p99_ms","","NaN"
"1776291560","ttft_p99_ms","","NaN"
"1776291575","ttft_p99_ms","","NaN"
"1776291200","itl_p50_ms","","37.50000000000001"
"1776291215","itl_p50_ms","","37.74490595611286"
"1776291230","itl_p50_ms","","37.94022520364159"
"1776291245","itl_p50_ms","","38.41231555051078"
"1776291260","itl_p50_ms","","46.11759944495838"
"1776291275","itl_p50_ms","","58.20621158911326"
"1776291290","itl_p50_ms","","62.445257971807855"
"1776291305","itl_p50_ms","","62.76477090032154"
"1776291320","itl_p50_ms","","62.78053734464867"
"1776291335","itl_p50_ms","","62.85029803791704"
"1776291350","itl_p50_ms","","62.762670584920095"
"1776291365","itl_p50_ms","","62.87117812355827"
"1776291380","itl_p50_ms","","62.87535321158956"
"1776291395","itl_p50_ms","","62.921348314606746"
"1776291410","itl_p50_ms","","62.843720871112616"
"1776291425","itl_p50_ms","","62.880053100376834"
"1776291440","itl_p50_ms","","62.932688162772656"
"1776291455","itl_p50_ms","","62.81031930640728"
"1776291470","itl_p50_ms","","60.30862533692723"
"1776291485","itl_p50_ms","","53.37174072713919"
"1776291500","itl_p50_ms","","40.527786167321054"
"1776291515","itl_p50_ms","","37.50000000000001"
"1776291530","itl_p50_ms","","37.50000000000001"
"1776291545","itl_p50_ms","","37.50000000000001"
"1776291560","itl_p50_ms","","37.50000000000001"
"1776291575","itl_p50_ms","","37.50000000000001"
"1776291200","itl_p95_ms","","48.75"
"1776291215","itl_p95_ms","","49.21532131661442"
"1776291230","itl_p95_ms","","49.586427886919026"
"1776291245","itl_p95_ms","","60.86415816326533"
"1776291260","itl_p95_ms","","74.65362865221489"
"1776291275","itl_p95_ms","","74.48940956979806"
"1776291290","itl_p95_ms","","74.4353017654304"
"1776291305","itl_p95_ms","","74.25306471061093"
"1776291320","itl_p95_ms","","74.28302095483247"
"1776291335","itl_p95_ms","","74.41556627204238"
"1776291350","itl_p95_ms","","74.24907411134818"
"1776291365","itl_p95_ms","","74.45523843476072"
