timestamp,metric_name,labels,value
"1774516376","ttft_p50_ms","","283.1424329197158"
"1774516391","ttft_p50_ms","","362.2103633885462"
"1774516406","ttft_p50_ms","","284.5514437181533"
"1774516421","ttft_p50_ms","","250"
"1774516436","ttft_p50_ms","","265.625"
"1774516451","ttft_p50_ms","","305.5555555555556"
"1774516466","ttft_p50_ms","","312.5"
"1774516481","ttft_p50_ms","","270.83333333333337"
"1774516496","ttft_p50_ms","","250"
"1774516511","ttft_p50_ms","","287.5"
"1774516526","ttft_p50_ms","","296.87500000000006"
"1774516541","ttft_p50_ms","","339.2857142857143"
"1774516556","ttft_p50_ms","","343.75"
"1774516571","ttft_p50_ms","","291.6666666666667"
"1774516586","ttft_p50_ms","","231.25"
"1774516601","ttft_p50_ms","","250"
"1774516616","ttft_p50_ms","","375"
"1774516631","ttft_p50_ms","","374.99999999999994"
"1774516646","ttft_p50_ms","","NaN"
"1774516661","ttft_p50_ms","","NaN"
"1774516676","ttft_p50_ms","","NaN"
"1774516691","ttft_p50_ms","","NaN"
"1774516706","ttft_p50_ms","","NaN"
"1774516721","ttft_p50_ms","","NaN"
"1774516736","ttft_p50_ms","","NaN"
"1774516751","ttft_p50_ms","","NaN"
"1774516376","ttft_p95_ms","","643.21"
"1774516391","ttft_p95_ms","","3913.3689098343616"
"1774516406","ttft_p95_ms","","3374.999999999998"
"1774516421","ttft_p95_ms","","4125.000000000001"
"1774516436","ttft_p95_ms","","2874.9999999999964"
"1774516451","ttft_p95_ms","","2999.9999999999973"
"1774516466","ttft_p95_ms","","575"
"1774516481","ttft_p95_ms","","656.25"
"1774516496","ttft_p95_ms","","650"
"1774516511","ttft_p95_ms","","512.4999999999995"
"1774516526","ttft_p95_ms","","562.5000000000003"
"1774516541","ttft_p95_ms","","668.7499999999999"
"1774516556","ttft_p95_ms","","704.1666666666666"
"1774516571","ttft_p95_ms","","693.75"
"1774516586","ttft_p95_ms","","662.5000000000001"
"1774516601","ttft_p95_ms","","674.9999999999997"
"1774516616","ttft_p95_ms","","700"
"1774516631","ttft_p95_ms","","712.4999999999999"
"1774516646","ttft_p95_ms","","NaN"
"1774516661","ttft_p95_ms","","NaN"
"1774516676","ttft_p95_ms","","NaN"
"1774516691","ttft_p95_ms","","NaN"
"1774516706","ttft_p95_ms","","NaN"
"1774516721","ttft_p95_ms","","NaN"
"1774516736","ttft_p95_ms","","NaN"
