timestamp,metric_name,labels,value
"1774546982","ttft_p50_ms","","NaN"
"1774546997","ttft_p50_ms","","184.67942111451418"
"1774547012","ttft_p50_ms","","375"
"1774547027","ttft_p50_ms","","500"
"1774547042","ttft_p50_ms","","428.57142857142856"
"1774547057","ttft_p50_ms","","430.5555555555556"
"1774547072","ttft_p50_ms","","375"
"1774547087","ttft_p50_ms","","425.00000000000006"
"1774547102","ttft_p50_ms","","250"
"1774547117","ttft_p50_ms","","357.1428571428572"
"1774547132","ttft_p50_ms","","339.2857142857143"
"1774547147","ttft_p50_ms","","437.5"
"1774547162","ttft_p50_ms","","513.8888888888888"
"1774547177","ttft_p50_ms","","500"
"1774547192","ttft_p50_ms","","468.75"
"1774547207","ttft_p50_ms","","437.5"
"1774547222","ttft_p50_ms","","500"
"1774547237","ttft_p50_ms","","500"
"1774547252","ttft_p50_ms","","437.5"
"1774547267","ttft_p50_ms","","250"
"1774547282","ttft_p50_ms","","NaN"
"1774547297","ttft_p50_ms","","NaN"
"1774546982","ttft_p95_ms","","NaN"
"1774546997","ttft_p95_ms","","712.4999999999999"
"1774547012","ttft_p95_ms","","720.8333333333334"
"1774547027","ttft_p95_ms","","725"
"1774547042","ttft_p95_ms","","719.4444444444445"
"1774547057","ttft_p95_ms","","718.0555555555555"
"1774547072","ttft_p95_ms","","705"
"1774547087","ttft_p95_ms","","717.4999999999999"
"1774547102","ttft_p95_ms","","700"
"1774547117","ttft_p95_ms","","708.3333333333333"
"1774547132","ttft_p95_ms","","706.2499999999999"
"1774547147","ttft_p95_ms","","719.6428571428571"
"1774547162","ttft_p95_ms","","762.4999999999995"
"1774547177","ttft_p95_ms","","750"
"1774547192","ttft_p95_ms","","775.0000000000001"
"1774547207","ttft_p95_ms","","717.4999999999999"
"1774547222","ttft_p95_ms","","725"
"1774547237","ttft_p95_ms","","825"
"1774547252","ttft_p95_ms","","887.5"
"1774547267","ttft_p95_ms","","950"
"1774547282","ttft_p95_ms","","NaN"
"1774547297","ttft_p95_ms","","NaN"
"1774546982","ttft_p99_ms","","NaN"
"1774546997","ttft_p99_ms","","742.5"
"1774547012","ttft_p99_ms","","744.1666666666666"
"1774547027","ttft_p99_ms","","745"
"1774547042","ttft_p99_ms","","743.8888888888888"
"1774547057","ttft_p99_ms","","743.6111111111112"
"1774547072","ttft_p99_ms","","741"
"1774547087","ttft_p99_ms","","743.5"
"1774547102","ttft_p99_ms","","740.0000000000001"
"1774547117","ttft_p99_ms","","741.6666666666666"
"1774547132","ttft_p99_ms","","741.25"
"1774547147","ttft_p99_ms","","743.9285714285714"
"1774547162","ttft_p99_ms","","952.4999999999998"
"1774547177","ttft_p99_ms","","949.9999999999998"
"1774547192","ttft_p99_ms","","955.0000000000001"
"1774547207","ttft_p99_ms","","743.5"
"1774547222","ttft_p99_ms","","745"
"1774547237","ttft_p99_ms","","964.9999999999999"
"1774547252","ttft_p99_ms","","977.5"
"1774547267","ttft_p99_ms","","990.0000000000001"
"1774547282","ttft_p99_ms","","NaN"
"1774547297","ttft_p99_ms","","NaN"
"1774546982","itl_p50_ms","","62.5"
"1774546997","itl_p50_ms","","62.56218905472637"
"1774547012","itl_p50_ms","","62.63771186440678"
"1774547027","itl_p50_ms","","62.86395147313692"
"1774547042","itl_p50_ms","","62.893474088291754"
"1774547057","itl_p50_ms","","62.877320689194605"
"1774547072","itl_p50_ms","","62.79326713225665"
"1774547087","itl_p50_ms","","62.74038461538461"
"1774547102","itl_p50_ms","","62.79401633697471"
"1774547117","itl_p50_ms","","62.87574142957676"
"1774547132","itl_p50_ms","","62.89222544219046"
"1774547147","itl_p50_ms","","62.79582881372646"
"1774547162","itl_p50_ms","","62.83681882163685"
"1774547177","itl_p50_ms","","62.86274610336341"
"1774547192","itl_p50_ms","","62.8378037713018"
"1774547207","itl_p50_ms","","62.73976982097186"
"1774547222","itl_p50_ms","","62.722706126893"
"1774547237","itl_p50_ms","","62.79533760369631"
"1774547252","itl_p50_ms","","62.715195684609206"
"1774547267","itl_p50_ms","","62.64523625096824"
"1774547282","itl_p50_ms","","62.5"
"1774547297","itl_p50_ms","","62.5"
"1774546982","itl_p95_ms","","73.75"
"1774546997","itl_p95_ms","","73.8681592039801"
"1774547012","itl_p95_ms","","74.01165254237289"
"1774547027","itl_p95_ms","","74.44150779896013"
"1774547042","itl_p95_ms","","74.49760076775432"
"1774547057","itl_p95_ms","","74.46690930946976"
"1774547072","itl_p95_ms","","74.30720755128765"
"1774547087","itl_p95_ms","","74.20673076923076"
"1774547102","itl_p95_ms","","74.30863104025194"
"1774547117","itl_p95_ms","","74.46390871619583"
"1774547132","itl_p95_ms","","74.49522834016189"
"1774547147","itl_p95_ms","","74.31207474608026"
"1774547162","itl_p95_ms","","74.38995576110999"
"1774547177","itl_p95_ms","","74.43921759639048"
"1774547192","itl_p95_ms","","74.39182716547343"
"1774547207","itl_p95_ms","","74.20556265984654"
"1774547222","itl_p95_ms","","74.1731416410967"
"1774547237","itl_p95_ms","","74.311141447023"
"1774547252","itl_p95_ms","","74.15887180075748"
"1774547267","itl_p95_ms","","74.02594887683965"
"1774547282","itl_p95_ms","","73.75"
"1774547297","itl_p95_ms","","73.75"
"1774546982","itl_p99_ms","","74.75"
"1774546997","itl_p99_ms","","74.8731343283582"
"1774547012","itl_p99_ms","","321.4000000000028"
"1774547027","itl_p99_ms","","443.0000000000003"
"1774547042","itl_p99_ms","","469.86206896551727"
"1774547057","itl_p99_ms","","445.1590909090916"
"1774547072","itl_p99_ms","","356.839999999997"
"1774547087","itl_p99_ms","","255.7931034482741"
"1774547102","itl_p99_ms","","203.3333333333359"
"1774547117","itl_p99_ms","","316.93333333333504"
"1774547132","itl_p99_ms","","311.93333333333123"
"1774547147","itl_p99_ms","","402.64444444444507"
